dept_name,dept_email,dept_address_state,lat,lon
Fayetteville Police Department,PDPIO@fayettevillenc.gov,NC,35.054447,-78.88379
Fuquay Varina Police Department,tsmith@fuquay-varina.org,NC,35.789846,-78.650624
Gastonia Police Department,police@cityofgastonia.com,NC,35.293344,-81.177256
Greenville Police Department,MHOLTZMAN@GREENVILLENC.GOV,NC,35.591095,-77.372376
Henderson Police Department,HPD_Officer@hendersonpd.nc.gov,NC,36.365481,-78.405434
Hendersonville Police Department,bmyhand@hvlnc.gov,NC,35.317875,-82.45966
High Point Police Department,travis.stroud@highpointnc.gov,NC,35.95928,-79.99295
Holly Springs Police Department,paul.liquorie@hollyspringsnc.gov,NC,35.789846,-78.650624
Hope Mills Police Department,sdollinger@townofhopemills.com,NC,34.972656,-78.958565
Jacksonville Police Department,cjames@jacksonvillenc.gov,NC,34.763109,-77.499469
Kings Mountain Police Department,lisap@cityofkm.com,NC,35.2379072,-81.3409557
Kinston Police Department,jenee.spencer@ci.kinston.nc.us,NC,35.240068,-77.63551
Lincolnton Police Department,rjordan@lincolntonpolice.com,NC,35.487825,-81.225176
Marion Police Department,ahaley@cityofmarion.in.gov,NC,35.682232,-82.048029
Mint Hill Police Department,jhatley@police.minthill.com,NC,35.246862,-80.833832
Monroe Police Department,bgilliard@monroenc.org,NC,34.991501,-80.530131
Morrisville Police Department,pacosta@townofmorrisville.org,NC,35.789846,-78.650624
Mount Holly Police Department,don.roper@mtholly.us,NC,35.293344,-81.177256
Oxford Police Department,police@oxfordnc.org,NC,36.299884,-78.657634
Pineville Police Department,Tipline@pinevillencpolice.com,NC,35.246862,-80.833832
Raleigh Police Department,policeinfo@raleighnc.gov,NC,35.7756018,-78.6403987
Roanoke Rapids Police Department,bmartin@roanokerapidsnc.com,NC,36.251438,-77.644842
Rockingham Police Department,info@gorockinghampd.com,NC,34.938454,-79.77145
Rocky Mount Police Department,robert.hassell@rockymountnc.gov,NC,35.965945,-77.987555
Roxboro Police Department,dhess@cityofroxboro.com,NC,36.386336,-78.965644
Salisbury Police Department,jmill@salisburync.gov,NC,35.6626653,-80.4647588
Shelby Police Department,police@cityofshelby.com,NC,35.33463,-81.557114
Smithfield Police Department,rkpowell@smithfieldpd.org,NC,35.513398,-78.36731
Southern Pines Police Department,pd@southernpines.net,NC,35.310163,-79.480664
Stallings Police Department,dfranks@stallingsnc.org,NC,34.991501,-80.530131
Statesville Police Department,daddison@statesvillenc.net,NC,35.806356,-80.874545
Wake Forest Police Department,jleonard@wakeforestnc.gov,NC,35.789846,-78.650624
Waxhaw Police Department,police@waxhaw.com,NC,34.991501,-80.530131
Wendell Police Department,bcarter@townofwendell.com,NC,35.789846,-78.650624
Wilmington Police Department,officeofthechief@wilmingtonnc.gov,NC,34.2529598,-77.9416498
Winston Salem Police Department,cthompson@wspd.org,NC,36.10413,-80.2480808
Bismarck Police Department,ddraovitch@bismarcknd.gov,ND,46.80085,-100.778694
Dickinson Police Department,dustin.dassinger@dickinsongov.com,ND,46.89417,-102.78564
Fargo Police Department,fargopolicedepartment@fargond.gov,ND,46.927003,-97.252375
Grand Forks Police Department,mnelson@grandforksgov.com,ND,47.926003,-97.450851
Mandan Police Department,mpdwebmaster@mandanpd.com,ND,46.82736,-100.89153
Minot Police Department,john.klug@minotnd.org,ND,48.234222,-101.30105
Wahpeton Police Department,sthorsteinson@wahpeton.com,ND,46.266014,-96.60567
West Fargo Police Department,Rhonda.Jorgensen@westfargond.gov,ND,46.872604,-96.88475
Alliance Police Department,comments@bbcpublicsafety.us,NE,42.215665,-103.087821
Beatrice Police Department,blang@beatrice.ne.gov,NE,40.255234,-96.683453
Bellevue Police Department,Ken.Clary@bellevue.net,NE,41.115064,-96.109125
Blair Police Department,jlager@blairnebraska.org,NE,41.533973,-96.224577
Columbus Police Department,police@columbusne.us,NE,41.576866,-97.513467
Fremont Police Department,Jeff.Elliott@fremontne.gov,NE,41.577008,-96.645853
Gering Police Department,gholthus@gering.org,NE,41.851589,-103.70586
Grand Island Police Department,recordclerks@gipolice.org,NE,40.866023,-98.498004
Hastings Police Department,dispatchers@hastingspolice.org,NE,40.520632,-98.500044
Kearney Police Department,bdwaugh@kearneygov.org,NE,40.855226,-99.074983
Lavista Police Department,blausten@cityoflavista.org,NE,41.115064,-96.109125
Lexington Police Department,twolf@cityoflex.com,NE,40.867378,-99.815154
Lincoln Police Department,lpd@cjis.lincoln.ne.gov,NE,40.783547,-96.688658
Mccook Police Department,Police@cityofmccook.com,NE,40.16942,-100.468576
Norfolk Police Department,dmiller@norfolkne.gov,NE,41.909929,-97.606856
Omaha Police Department,opdpublicinformation@cityofomaha.org,NE,41.2551327,-95.9350979
Papillion Police Department,cwhitted@papillion.org,NE,41.115064,-96.109125
Scottsbluff Police Department,policeinfo@scottsbluff.org,NE,41.851589,-103.70586
South Sioux City Police Department,emahon@southsiouxcity.org,NE,42.390456,-96.562549
York Police Department,yorkpd@cityofyork.net,NE,40.873056,-97.596742
Barrington Police Department,gjoy@barrington.nh.gov,NH,43.293172,-71.035889
Bow Police Department,kmiller@bownh.gov,NH,43.299485,-71.68013
Conway Police Department,police@conwaypdnh.gov,NH,43.867567,-71.201665
Dover Police Department,W.Breault@dover.nh.gov,NH,43.19398,-70.87545
Durham Police Department,police@ci.durham.nh.us,NH,43.293172,-71.035889
Exeter Police Department,spoulin@exeternh.gov,NH,42.988842,-71.098746
Goffstown Police Department,Police@GoffstownNH.gov,NH,43.009842,-71.54077
Hampstead Police Department,info@hampsteadpolice.com,NH,42.988842,-71.098746
Hanover Police Department,dispatch@hanovernh.org,NH,43.718887,-72.27353
Hollis Police Department,police@hollisnh.org,NH,42.74321,-71.59152
Hooksett Police Department,jbouchard@hooksettpolice.org,NH,43.05755,-71.44624
Hudson Police Department,wavery@hudsonnh.gov,NH,42.777637,-71.3846
Lebanon Police Department,Police@LebanonNH.gov,NH,43.632645,-72.289085
Litchfield Police Department,bsargent@litchfieldpd.com,NH,42.911643,-71.723101
Londonderry Police Department,whart@londonderrynhpd.org,NH,42.860878,-71.37196
Manchester Police Department,cgoodnow@manchesternh.gov,NH,42.989944,-71.46063
Milford Police Department,mviola@milford.nh.gov,NH,42.833824,-71.65326
Pelham Police Department,jroark@pelhampolice.com,NH,42.911643,-71.723101
Plaistow Police Department,rdauria@plaistow.com,NH,42.83944,-71.09121
Raymond Police Department,mlabell@raymondnh.gov,NH,42.988842,-71.098746
Somersworth Police Department,tmclin@somersworth.com,NH,43.293172,-71.035889
Windham Police Department,GLEWIS@WindhamPD.com,NH,42.988842,-71.098746
Aberdeen Police Department,matthew.lloyd@aberdeennj.org,NJ,40.406357,-74.226063
Beachwood Police,info@beachwoodpolice.com,NJ,39.865669,-74.258864
Bergenfield Police,police@bergenfieldnjpd.gov,NJ,40.934464,-73.99526
Berkeley Township Police,dimichele@btpdnj.org,NJ,39.865669,-74.258864
Berlin Borough Police,info@berlinpolice.net,NJ,39.79535,-74.932
Bernards Township Police,MShimsky@bernardspd.org,NJ,40.6983,-74.54763
Bernardsville Police Department,police@bernardsvillepd.org,NJ,40.7139224,-74.5770383
Bloomfield Police,mmoskal@bloomfieldnjpd.com,NJ,40.792084,-74.19508
Bloomingdale Police,BPD@bloomingdalepolice.com,NJ,41.00814,-74.33898
Bogota Borough Police,info@bogotapolice.org,NJ,40.878845,-74.030464
Bordentown City Police,slafferty@cityofbordentownpd.com,NJ,40.145588,-74.71135
Bordentown Township Police,bpesce@bordentowntownshippd.com,NJ,40.140152,-74.703476
Brick Township Police,"jriccio@brickpd.com
",NJ,39.865669,-74.258864
Bridgewater Township Police,ppayne@bridgewaterpd.com,NJ,40.591496,-74.62324
Burlington City Police,jfine@burlingtonnj.us,NJ,40.07433,-74.85663
Butler Police,chimento@butlerpd.com,NJ,41.001423,-74.34011
Byram Township Police,support@byrampd.org,NJ,40.938137,-74.70889
Carneys Point Police,dalev@carneyspointtwp.org,NJ,39.71922,-75.45714
Chatham Borough Police,"police@chathamborough.org 
",NJ,40.738243,-74.38436
Chatham Township Police,tmiller@ctpd.net,NJ,40.737167,-74.42363
Cherry Hill Police,chief@cherryhillpolice.com,NJ,39.802352,-74.961251
Chester Township Police,twilliver@chesterpolicenj.org,NJ,40.858581,-74.547427
Chesterfield Township Police,chesterfieldpolice@chesterfieldtwp.com,NJ,39.875786,-74.663006
Clayton Police,adavis@claytonnj.com,NJ,39.721019,-75.143708
Cliffside Park Police,mmarano@cliffsidepd.org,NJ,40.821335,-73.98795
Clinton Police,ckubinak@clintonnjpd.org,NJ,40.565283,-74.911969
Clinton Township Police,tderosa@ctpd.org,NJ,40.565283,-74.911969
Closter Police,closterpolice@closterpolice.org,NJ,40.971157,-73.95951
Collingswood Police,police@collingswood.com,NJ,39.91537,-75.06941
Colts Neck Township Police,cnpd@coltsneckpolice.com,NJ,40.29372,-74.19057
Cranford Police,administration@cranfordnj.org,NJ,40.65766,-74.30234
Cresskill Police,SGrubecki@cresskillpd.org,NJ,40.941456,-73.959854
Dover Police,delaney@doverpolicenj.org,NJ,40.885525,-74.55868
Dumont Police,bjoyce@dumontpolice.org,NJ,40.959648,-74.07486
East Hanover Township Police,ccannizzo@ehpolice.com,NJ,40.82104,-74.366585
East Windsor Township Police,geary@ewpd.com,NJ,40.27185,-74.54721
Egg Harbor Township Police,Chief@ehtpd.com,NJ,39.361202,-74.58162
Elizabeth Police,GSacca@elizabethnj.org,NJ,40.659871,-74.308696
Elmwood Park Borough Police,mfoligno@elmwoodparknj.us,NJ,40.900894,-74.12382
Emerson Borough Police,info@emersonpd.org,NJ,40.959648,-74.07486
Fair Lawn Police,records@fairlawnpd.com,NJ,40.935867,-74.13274
Fanwood Police,mbramhall@fanwoodnj.org,NJ,40.64305,-74.3879
Florham Park Police,545@fppd.net,NJ,40.858581,-74.547427
Franklin Township Police,Quovella.Maeweather@franklinnj.gov,NJ,40.49759,-74.52405
Franklin Township Police,bzimmer@franklintownship.com,NJ,39.595105,-75.063447
Franklin Township Police,police@franklin-twp.org,NJ,40.606915,-74.92325
Freehold Township Police,ftpd@twp.freehold.nj.us,NJ,40.287056,-74.152446
Galloway Township Police,rbarber@gtpd.org,NJ,39.469354,-74.633758
Glen Ridge Police,spquinn@glenridgenj.org,NJ,40.801632,-74.20457
Gloucester Township Police,police@gtpolice.com,NJ,39.802352,-74.961251
Guttenberg Police,ltmartinez@myguttenberg.com,NJ,40.79133,-74.00417
Haddonfield Police,policeadmin@haddonfield-nj.gov,NJ,39.898987,-75.02999
Hamilton Township Police,chiefstevens@hamiltonpd.org,NJ,39.46348,-74.72269
Harrison Police,dstrumolo@townofharrison.com,NJ,40.747868,-74.14707
Hasbrouck Heights Police,info@hhpd.com,NJ,40.860577,-74.07742
Hazlet Police,twittke@hazletpd.org,NJ,40.287056,-74.152446
Highland Park Police,rabrams@hpboro.com,NJ,40.497894,-74.42278
Hoboken Police,ferrantek@hobokenpd.org,NJ,40.7120619,-74.0023853
Holmdel Police,fallocco@holmdelpolice.org,NJ,40.287056,-74.152446
Hopewell Township Police,rkarmazin@hopewelltwp.org,NJ,40.282503,-74.703724
Howell Township Police,servicessupervisor@howellpolice.org,NJ,40.287056,-74.152446
Jackson Township Police,jgiovanetti@jacksontwpnj.net,NJ,39.865669,-74.258864
Jersey City Police,iau@njjcps.org,NJ,40.720917,-74.04438
Kearny Police,gking@kearnynjpd.org,NJ,40.7718878,-74.1378233
Kinnelon Police,Jnapoletano@KinnelonPD.org,NJ,41.001537,-74.37278
Lakewood Police,gmeyer@lakewoodpolicenj.com,NJ,40.0935457,-74.2134386
Lawrence Township Police,lawrencepolice@lawrencetwp.com,NJ,40.283857,-74.732796
Leonia Police,stamagny@leonianj.gov,NJ,40.959648,-74.07486
Lincoln Park Borough Police,nheykoop@bolp.org,NJ,40.92207,-74.30423
Livingston Police,gmarshuetz@livingstonnj.org,NJ,40.787216,-74.246136
Lumberton Township Police Department,anippins@lumbertontwp.com,NJ,39.96341,-74.79446
Lyndhurst Police Department,specialoperations@lyndhurstpolice.com,NJ,40.959648,-74.07486
Manchester Township Police,rdolan@manchestertwp.com,NJ,40.00575,-74.297325
Mansfield Township Police,community@mansfieldpd.org,NJ,40.07191,-74.720613
Mansfield Township Police,police@mansfieldtownship-nj.gov,NJ,40.78565,-74.916
Maplewood Police,jdevaul@twp.maplewood.nj.us,NJ,40.722397,-74.25758
Millburn Police,policedept@millburntwp.org,NJ,40.723743,-74.31164
Montclair Police,police@montclairnjusa.org,NJ,40.816826,-74.22131
Montvale Police Department,jsanfilippo@montvaleboro.org,NJ,41.052425,-74.062195
Moorestown Township Police,llieber@moorestownpd.com,NJ,39.96415,-74.949356
Morris Township Police,mdicarlo@mtpd1422.com,NJ,40.780922,-74.46399
Morristown Police,m-buckley@morristownpolice.org,NJ,40.79141,-74.47525
Mount Laurel Township Police,communityrelations@mountlaurelpd.org,NJ,39.95846,-74.927
Mount Olive Township Police,sbeecher@mopd.org,NJ,40.858581,-74.547427
Newton Police,svannieuwland@newtonpolice.org,NJ,41.137424,-74.691855
North Bergen Police,info@northbergenpd.com,NJ,40.778683,-74.02729
North Haledon Police,tdarby@northhaledonnj.com,NJ,40.952972,-74.18463
Nutley Police,ggreen@nutleypd.com,NJ,40.818607,-74.15816
Oakland Borough Police,ksanzari@oaklandpolice.us,NJ,40.959648,-74.07486
Orange Police,opdsocialmedia@orangenjpolice.com,NJ,40.771152,-74.224846
Palisades Park Police,slee96@pppdnj.org,NJ,40.959648,-74.07486
Paramus Police,chief@paramuspolice.org,NJ,40.926895,-74.07081
Park Ridge Police,chief@parkridgepolice.com,NJ,41.033936,-74.03984
Parsippany Troy Hills Police,SocialMedia@parpolice.com,NJ,40.87316,-74.43101
Pemberton Borough Police,SDotson@pembertonborough.us,NJ,39.875786,-74.663006
Pemberton Township Police,djantas@pembertonpolice.com,NJ,39.875786,-74.663006
Pennsauken Police,polivo@pennsaukenpolice.org,NJ,39.963295,-75.048805
Pennsville Police,pvpdstacey@pvtwp.com,NJ,39.659767,-75.51511
Pequannock Township Police,dcomune@peqtwp.org,NJ,40.965893,-74.29543
Perth Amboy Police Department,info@perthamboynjpd.org,NJ,40.51528,-74.27578
Phillipsburg Police,police@pburg.org,NJ,40.698498,-75.18114
Plumsted Township Police,chiefmeroney257@plumstedpolice.org,NJ,40.06676,-74.52342
Point Pleasant Borough Police,rlokerson@ptboropd.com,NJ,40.071968,-74.068245
Rahway Police,neighborhoodwatch@rahwaypolice.com,NJ,40.659871,-74.308696
Ramsey Police,blyman@ramseypd.com,NJ,40.959648,-74.07486
Red Bank Police,dmcconnell@redbanknj.org,NJ,40.349323,-74.069435
Ridgefield Police,info@ridgefieldpolice.com,NJ,40.835297,-74.00822
Ringwood Borough Police,mcginty@ringwoodpolice.com,NJ,41.128788,-74.263336
River Edge Police,Police@RiverEdgePolice.org,NJ,40.959648,-74.07486
River Vale Police,sscheidle@rivervalenj.org,NJ,41.00217,-74.0076
Riverside Township Police,aledman@riversidepolicenj.org,NJ,39.875786,-74.663006
Rockaway Borough Police,cpepperman@rockawayboropd.org,NJ,40.901802,-74.51219
Rockaway Township Police,chief@rktpd.org,NJ,40.858581,-74.547427
Roselle Park Borough Police,dmccaffery@roselleparkpd.org,NJ,40.66218,-74.260124
Scotch Plains Police,t.conley@scotchplainspd.org,NJ,40.65006,-74.39732
Secaucus Police,dmiller@secaucus.net,NJ,40.788197,-74.054955
Somerville Police Department,info@somervillepd.org,NJ,40.5675062,-74.612564
South Brunswick Police,dyuhasz@sbpdnj.net,NJ,40.439593,-74.407585
South Orange Police,rlombardi@southorange.org,NJ,40.745068,-74.25311
South Plainfield Police,jparker@sppolice.com,NJ,40.584435,-74.41629
South River Police,policechief@southrivernj.org,NJ,40.451115,-74.38095
Spotswood Police,spotswoodpolicenj@gmail.com,NJ,40.439593,-74.407585
Summit Police,rproctor@spdnj.org,NJ,40.71703,-74.363396
Tenafly Police,rchamberlain@tenafly.net,NJ,40.927692,-73.97017
Tinton Falls Police,eradzik@tfpolice.org,NJ,40.29935,-74.093376
Totowa Police,CVeneziano@totowapd.org,NJ,40.904156,-74.21809
Trenton Police,trentonpolicedepartment@gmail.com,NJ,40.227024,-74.75254
Union City Police,nluster@unioncitypd.org,NJ,40.77365,-74.02483
Union Police,Facebook@uniontownship.com,NJ,40.659871,-74.308696
Upper Saddle River Police,protella@usrpd.net,NJ,41.05641,-74.099045
Waldwick Police,mmessner@waldwicknj.org,NJ,41.01075,-74.11732
Wall Township Police,kbrown@wallpolice.org,NJ,40.287056,-74.152446
Wallington Police,cimbruglia@wallingtonpd.org,NJ,40.853134,-74.11477
West Long Branch Police,police@westlongbranch.org,NJ,40.29074,-74.01616
West Orange Police,policechief@wopd.org,NJ,40.77821,-74.23901
West Windsor Township Police,garfo@westwindsorpolice.com,NJ,40.282503,-74.703724
Willingboro Township Police,lomon@willingboropolice.com,NJ,39.875786,-74.663006
Winslow Township Police,gsmith@winslowpd.com,NJ,39.701252,-74.89523
Alamogordo Police Department,alamogordopd@ci.alamogordo.nm.us,NM,32.896988,-105.9556
Albuquerque Police Department,chiefofpolice@cabq.gov,NM,35.0888703,-106.6513538
Artesia Police Department,kroberts@artesianm.gov,NM,32.457858,-104.306471
Bernalillo Police Department,bsharp@townofbernalillo.org,NM,35.3053177,-106.5491081
Bloomfield Police Department,records@bloomfieldnm.gov,NM,36.71903,-107.97912
Carlsbad Police Department,mshott@cityofcarlsbadnm.com,NM,32.457858,-104.306471
Corrales Police Department,vmangiacapra@corrales-nm.org,NM,35.22278,-106.616104
Espanola Police Department,rpjimenez@espanolanm.gov,NM,36.509669,-106.693983
Gallup Police Department,police@GallupNM.gov,NM,35.526714,-108.74098
Hobbs Police Department,jortolano@hobbsnm.org,NM,32.702976,-103.13619
Las Vegas Police Department,asalazar@lasvegasnm.gov,NM,35.591564,-105.22732
Los Lunas Police Department,flucero@loslunasnm.gov,NM,34.71684,-106.806582
Lovington Police Department,dmiranda@lovington.org,NM,32.946884,-103.3474
Rio Rancho Police Department,chiefofpolice@rrnm.gov,NM,35.268604,-106.634796
Roswell Police Department,p.smith@roswell-nm.gov,NM,33.361604,-104.469837
Ruidoso Police Department,lawrencechavez@ruidoso-nm.gov,NM,33.352177,-105.67355
Santa Fe Police Department,bpvaldez@santafenm.gov,NM,35.513731,-105.966439
Silver City Police Department,fportillo@silvercitymail.com,NM,32.732087,-108.381504
Socorro Police Department,police@socorronm.gov,NM,33.991614,-106.939003
Sunland Park Police Department,sunlandparkpolice@gmail.com,NM,31.795942,-106.555046
Elko Police Department,ttrouten@elkocitynv.gov,NV,40.841106,-115.75706
Henderson Police Department,COHPoliceChief@cityofhenderson.com,NV,36.03084,-114.98376
Las Vegas Metro Police Department,pio@lvmpd.com,NV,36.161741,-115.103705
Mesquite Police Department,policerecords@mesquitenv.gov,NV,36.804005,-114.06781
North Las Vegas Police Department,NLVPDCOP@cityofnorthlasvegas.com,NV,36.214236,-115.013819
Reno Police Department,askrpd@reno.gov,NV,40.703311,-119.710315
Sparks Police Department,ccrawforth@cityofsparks.us,NV,39.53786,-119.76551
Winnemucca Police Department,wmcapolice@winnemuccacity.org,NV,41.407914,-118.127591
Akron Village Police Department,apdbdg1@aol.com,NY,43.019619,-78.501932
Albany Police Department,officeofthechief@albanyny.gov,NY,42.6628091,-73.7605088
Albion Village Police Department,contact@albionpolice.com,NY,43.246365,-78.19221
Amherst Town Police Department,schamberlin@apdny.org,NY,43.0176491,-78.7804459
Amsterdam Police Department,infopd@amsterdampd.com,NY,42.939663,-74.192474
Batavia Police Department,sheubusch@batavianewyork.com,NY,42.998146,-78.18762
Beacon Police Department,sfrost@beaconny.gov,NY,41.75501,-73.739951
Bethlehem Town Police Department,gcocchiara@townofbethlehem.org,NY,42.588272,-73.974015
Blooming Grove Town Police Department,chief@bloominggrovepolice.com,NY,41.40241,-74.306252
Brockport Village Police Department,cuzzupoli@brockportpolice.org,NY,43.464475,-77.664656
Brookhaven Police Department,jmeehan@brookhavenny.gov,NY,40.844185,-73.01629
Canandaigua Police Department,MNielsen@canandaiguanewyork.gov,NY,42.856695,-77.303277
Canton Village Police Department,Chief@cantonny.us,NY,44.596363,-75.157295
Cornwall Town Police Department,chief@cornwallny.gov,NY,41.439156,-74.02982
Cortland Police Department,police@cortland.org,NY,42.599316,-76.1797
Croton On Hudson Village Police Department,jnikitopoulos@villageofcroton.net,NY,41.208473,-73.88717
Deerpark Town Police Department,DeerparkPolice@frontiernet.net,NY,41.40241,-74.306252
Elmira Police Department,aalvernaz@cityofelmira.net,NY,42.0915825,-76.8030917
Elmira Town Police Department,policechief@townofelmira.com,NY,42.077976,-76.84392
Endicott Village Police Department,pgarey@endicottpd.org,NY,42.161977,-75.830283
Evans Town Police Department,Contact@evanspoliceny.com,NY,42.63766,-79.027725
Fallsburg Town Police Department,chief@fallsburgny.com,NY,41.7075247,-74.6290609
Floral Park Village Police Department,SMcAllister@FPVillage.org,NY,40.723755,-73.70521
Freeport Village Police Department,info@freeportpolice.org,NY,40.65861,-73.58728
Garden City Village Police Department,kjackson@gardencityny.net,NY,40.726276,-73.63595
Geddes Town Police Department,geddespd@townofgeddes.com,NY,43.060307,-76.21281
Geneseo Village Police Department,gpdfb.geneseopd@yahoo.com,NY,42.79529,-77.81701
Geneva Police Department,MJP@geneva.ny.us,NY,42.8711652,-76.9787976
Glen Cove Police Department,tips@glencovepd.org,NY,40.856151,-73.617929
Glens Falls Police Department,jsmith@glensfallspd.com,NY,43.31059,-73.6439
Goshen Town Police Department,info@TownofGoshenPolice.org,NY,41.39594,-74.35012
Grand Island Town Police Department,police@grand-island.ny.us,NY,42.752759,-78.778192
Hamburg Town Police Department,ktrask@thpdny.org,NY,42.728985,-78.825615
Harrison Town Police Department,dispatch@harrisonpdny.gov,NY,40.99811,-73.72359
Haverstraw Town Police Department,jsalter@haverstrawpolice.org,NY,41.202034,-73.994125
Highlands Town Police Department,fpierri@tohpolice.com,NY,41.356498,-73.970525
Highland Falls Village Police Department,jtorpey@highlandfallsny.org,NY,41.370472,-73.96523
Johnstown Police Department,jpd@cityofjohnstown.ny.gov,NY,43.115609,-74.423678
Kenmore Village Police Department,tjphillips@kenmorepolice.org,NY,42.962654,-78.878716
Kirkland Town Police Department,chiefofpolice@townofkirkland.org,NY,43.242727,-75.434282
Lancaster Town Police Department,wkarn@police.lancasterny.gov,NY,42.929108,-78.622665
Lewiston Town Police Department,Patrol@LewPD.com,NY,43.2180246,-79.0172243
Lloyd Town Police Department,proloson@lloydpolice.com,NY,41.719204,-73.965546
Long Beach Police Department,info@lbpd.com,NY,40.589405,-73.665955
Lynbrook Village Police Department,lynbrookpolice@lynbrookvillage.com,NY,40.6548253,-73.6717969
Malone Village Police Department,"chiefpremo@malonepd.com
",NY,44.850082,-74.28859
Manlius Town Police Department,mcrowell@manliuspolice.org,NY,43.00653,-76.196117
Massena Village Police Department,mdishaw@massenapd.com,NY,44.93134,-74.89285
Maybrook Village Police Department,chiefaamthor@villageofmaybrook.com,NY,41.4831637,-74.2175886
Monroe Village Police Department,monroepd@monroepd.org,NY,41.32736,-74.18705
Mount Vernon Police Department,molifiers@pd.cmvny.com,NY,40.9128578,-73.8386961
New Castle Town Police Department,Patrol@mynewcastle.org,NY,41.165226,-73.768295
New Hartford Town Police Department,msi108@newhartfordpd.com,NY,43.0923969,-75.3172574
New Windsor Town Police Department,krossini@newwindsor-ny.gov,NY,41.48312,-74.0622
Newburgh Town Police Department,bcampbell@townofnewburghpd.org,NY,41.531647,-74.06472
Niskayuna Town Police Department,jkochan@niskayuna.org,NY,42.818302,-73.88601
Olean Police Department,rrichardson@cityofolean.org,NY,42.077515,-78.42975
Ossining Village Police Department,ksylvester@ossiningpolice.com,NY,41.158268,-73.863884
Oswego Police Department,pcady@oswegony.org,NY,43.461443,-76.209258
Peekskill Police Department,LDylewski@peekskillpolice.com,NY,41.29041,-73.92195
Plattsburgh Police Department,records@plattsburghpd.com,NY,44.692303,-73.45473
Potsdam Village Police Department,mmurray@potsdampolice.com,NY,44.488112,-75.074311
Poughkeepsie Police Department,mclauson@cityofpoughkeepsie.com,NY,41.7064,-73.92799
Red Hook Village Police Department,phildenbrand@redhookpolice.com,NY,41.75501,-73.739951
Riverhead Town Police Department,policechief@townofriverheadny.gov,NY,40.92219,-72.653984
Rochester Police Department,PSSMail@cityofrochester.gov,NY,43.1518019,-77.611994
Rye Brook Village Police Department,gaustin@ryebrook.org,NY,41.029926,-73.670715
Rye Police Department,mkopy@ryeny.gov,NY,41.15277,-73.745912
Sands Point Village Police Department,Info@Police.Sandspoint.org,NY,40.855755,-73.71583
Saratoga Springs Police Department,scrooks@saratogapolice.org,NY,43.083195,-73.7844
Scarsdale Village Police Department,police@scarsdale.com,NY,41.005074,-73.785225
Schenectady Police Department,eclifford@schenectadyny.gov,NY,42.8145873,-73.9369924
Seneca Falls Village Police Department,speenstra@senecafallspd.net,NY,42.782294,-76.827088
Southold Town Police Department,mflatley@town.southold.ny.us,NY,40.943554,-72.692218
Spring Valley Village Police Department,police@villagespringvalley.org,NY,41.121002,-74.04268
Suffolk County Police Department,SCPDINFO@suffolkcountyny.gov,NY,40.8207643,-72.9178023
Troy Police Department,tpdreports@troyny.gov,NY,42.729664,-73.68714
Ulster Town Police Department,ksberardi@ulsterpolice.com,NY,41.947216,-74.265458
Utica Police Department,mcurley@uticapd.com,NY,43.1040825,-75.2334577
Warsaw Village Police Department,warsawpolice@villageofwarsaw.org,NY,42.7404495,-78.1342171
Watertown Police Department,wpd@watertown-ny.gov,NY,43.995371,-76.053514
Watervliet Police Department,officeofthechief@watervliet.com,NY,42.725674,-73.69997
West Seneca Town Police Department,baker@westsenecapolice.org,NY,42.8347061,-78.7546448
White Plains Police Department,wppublicsafety@whiteplainsny.gov,NY,41.0301369,-73.7711841
Ashland Police Department,lay.dave@ashland-ohio.com,OH,40.864094,-82.29079
Athens Police Department,tpyle@ci.athens.oh.us,OH,39.329594,-82.099754
Aurora Police Department,Byardb@auroraoh.com,OH,41.3213,-81.35364
Austintown Police Department,gmcglynn@austintowntwp.com,OH,41.104244,-80.76637
Barberton Police Department,police@cityofbarberton.com,OH,41.121851,-81.534936
Beavercreek Police Department,admin@beavercreekohio.gov,OH,39.729694,-84.068794
Bedford Police Department,policedept@bedfordoh.gov,OH,41.396984,-81.537056
Bexley Police Department,lrinehart@bexley.org,OH,39.98155,-82.92914
Blendon Township Police Department,jbelford@blendontwp.org,OH,40.0993,-82.90518
Boardman Police Department,twerth@boardmantwp.com,OH,40.9971,-80.66272
Bowling Green Police Division,thetrick@bgohio.org,OH,41.374912,-83.65162
Brimfield Township Police Department,crimetips@brimfieldpolice.com,OH,41.10002,-81.34694
Brunswick Hills Police Department,tsopkovich@brunswickhillspolice.com,OH,41.26053,-81.860664
Brunswick Police Department,bohlin@brunswick.oh.us,OH,41.23829,-81.833176
Bucyrus Police Department,bpd@cityofbucyrusoh.us,OH,40.80397,-82.9755
Butler Township Police Department,butlertownship.facebook@gmail.com,OH,39.855103,-84.198906
Cambridge Police Department,delancey@cambridgeoh.org,OH,40.022438,-81.58989
Canton Police Department,police.records@cantonohio.gov,OH,40.79727,-81.37636
Celina Police Department,twale.celinapd@bright.net,OH,40.55074,-84.570786
Champion Township Police Department,cpdrecords@neo.rr.com,OH,41.308936,-80.767656
Chester Township Police Department,mpurchase@chestertwp.org,OH,41.499322,-81.173505
Cincinnati Police Department,Eliot.Isaac@cincinnati-oh.gov,OH,39.1095911,-84.5208672
Clay Township Police Department,"jvangundy@clayohio.org
",OH,39.86289,-84.4261
Clearcreek Township Police Department,jterrill@clearcreektownship.com,OH,39.54641,-84.194954
